1, 2, 1, 12
1, 2, 2, 1
1, 2, 3, 2
1, 2, 4, 142
1, 2, 5, 132
1, 2, 6, 26
1, 2, 7, 14
1, 2, 8, 164
1, 2, 9, 143
1, 2, 10, 62
1, 2, 1, 151
1, 2, 13, 78
1, 2, 7, 22
1, 2, 15, 23
1, 2, 16, 61
1, 2, 17, 80
1, 2, 18, 30
1, 2, 19, 89
1, 2, 20, 54
1, 2, 21, 18
1, 2, 15, 5
1, 2, 24, 45
1, 2, 25, 131
1, 2, 6, 156
1, 2, 27, 161
1, 2, 28, 114
1, 2, 29, 73
1, 2, 18, 74
1, 2, 31, 162
1, 2, 32, 42
1, 2, 33, 19
1, 2, 34, 126
1, 2, 35, 91
1, 2, 36, 168
1, 2, 37, 50
1, 2, 38, 70
1, 2, 39, 37
1, 2, 40, 25
1, 2, 41, 121
1, 2, 32, 69
1, 2, 43, 104
1, 2, 44, 155
1, 2, 24, 94
1, 2, 46, 129
1, 2, 47, 20
1, 2, 48, 86
1, 2, 49, 118
1, 2, 37, 117
1, 2, 51, 163
1, 2, 52, 138
1, 2, 53, 75
1, 2, 20, 33
1, 2, 56, 29
1, 2, 57, 39
1, 2, 58, 47
1, 2, 59, 146
1, 2, 60, 125
1, 2, 16, 122
1, 2, 10, 8
1, 2, 63, 88
1, 2, 64, 16
1, 2, 65, 103
1, 2, 66, 6
1, 2, 67, 112
1, 2, 68, 149
1, 2, 32, 110
1, 2, 38, 172
1, 2, 71, 173
1, 2, 29, 135
1, 2, 72, 99
1, 2, 18, 44
1, 2, 53, 166
1, 2, 76, 49
1, 2, 77, 51
1, 2, 13, 57
1, 2, 79, 28
1, 2, 17, 87
1, 2, 82, 124
1, 2, 83, 120
1, 2, 84, 169
1, 2, 85, 109
1, 2, 48, 46
1, 2, 19, 24
1, 2, 63, 76
1, 2, 17, 77
1, 2, 90, 7
1, 2, 35, 52
1, 2, 92, 119
1, 2, 93, 64
1, 2, 95, 27
1, 2, 96, 53
1, 2, 97, 85
1, 2, 72, 72
1, 2, 102, 167
1, 2, 67, 82
1, 2, 115, 83
1, 2, 28, 58
1, 2, 37, 147
1, 2, 49, 4
1, 2, 92, 157
1, 2, 83, 38
1, 2, 16, 56
1, 2, 123, 84
1, 2, 34, 40
1, 2, 128, 93
1, 2, 130, 160
1, 2, 25, 10
1, 2, 133, 101
1, 2, 136, 59
